0,A/5 21171
1,PC 17599
1,STON/O2. 3101282
1,113803
0,373450
0,330877
0,17463
0,349909
1,347742
1,237736
1,PP 9549
1,113783
0,A/5. 2151
0,347082
0,350406
1,248706
0,382652
1,244373
0,345763
1,2649
0,239865
1,248698
1,330923
1,113788
0,349909
1,347077
0,2631
0,19950
1,330959
0,349216
0,PC 17601
1,PC 17569
1,335677
0,C.A. 24579
0,PC 17604
0,113789
1,2677
0,A./5. 2152
0,345764
1,2651
0,7546
0,11668
0,349253
1,SC/Paris 2123
1,330958
0,S.C./A.4. 23567
0,370371
1,14311
0,2662
0,349237
0,3101295
0,A/4. 39886
1,PC 17572
1,2926
0,113509
1,19947
1,C.A. 31026
0,2697
1,C.A. 34651
0,CA 2144
0,2669
1,113572
0,36973
0,347088
0,PC 17605
1,2661
1,C.A. 29395
0,S.P. 3464
1,3101281
0,315151
0,C.A. 33111
0,CA 2144
0,S.O.C. 14879
0,2680
1,1601
0,348123
0,349208
0,374746
1,248738
1,364516
0,345767
1,345779
1,330932
0,113059
1,SO/C 14885
1,3101278
0,W./C. 6608
0,SOTON/OQ 392086
1,19950
0,343275
0,343276
0,347466
0,W.E.P. 5734
0,C.A. 2315
0,364500
0,374910
0,PC 17754
1,PC 17759
1,231919
0,244367
0,349245
0,349215
0,35281
0,7540
0,3101276
0,349207
1,343120
1,312991
0,349249
1,371110
0,110465
0,2665
0,324669
0,4136
0,2627
0,STON/O 2. 3101294
0,370369
0,11668
0,PC 17558
0,347082
0,S.O.C. 14879
0,A4. 54510
0,237736
1,27267
0,35281
1,2651
0,370372
1,C 17369
1,2668
0,347061
0,349241
0,SOTON/O.Q. 3101307
0,A/5. 3337
1,228414
0,C.A. 29178
0,SC/PARIS 2133
1,11752
0,113803
0,7534
0,PC 17593
0,2678
1,347081
1,STON/O2. 3101279
0,365222
0,231945
0,C.A. 33112
1,350043
0,W./C. 6608
0,230080
0,244310
0,S.O.P. 1166
1,113776
0,A.5. 11206
0,A/5. 851
0,Fa 265302
0,PC 17597
1,35851
0,SOTON/OQ 392090
0,315037
0,CA. 2343
0,371362
1,C.A. 33595
0,347068
0,315093
0,3101295
1,363291
1,113505
0,347088
0,PC 17318
0,1601
0,111240
0,382652
1,347742
0,STON/O 2. 3101280
0,17764
0,350404
0,4133
0,PC 17595
0,250653
0,LINE
0,CA. 2343
0,SC/PARIS 2131
0,347077
1,230136
1,315153
0,113767
1,370365
1,111428
0,364849
0,349247
1,234604
0,28424
1,350046
1,230080
1,PC 17610
1,PC 17569
0,368703
0,4579
1,370370
0,248747
0,345770
0,CA. 2343
0,3101264
0,2628
1,A/5 3540
0,347054
0,3101278
1,2699
1,367231
1,112277
0,SOTON/O.Q. 3101311
1,F.C.C. 13528
0,A/5 21174
0,250646
0,367229
1,35273
1,STON/O2. 3101283
0,243847
1,11813
0,W/C 14208
1,SOTON/OQ 392089
0,220367
0,21440
0,349234
1,19943
0,PP 4348
1,SW/PP 751
0,A/5 21173
0,236171
0,4133
1,36973
0,347067
0,237442
1,347077
0,C.A. 29566
0,W./C. 6609
0,26707
1,C.A. 31921
0,28665
0,SCO/W 1585
0,2665
1,367230
0,W./C. 14263
0,STON/O 2. 3101275
0,2694
0,19928
0,347071
1,250649
1,11751
0,244252
0,362316
0,347054
0,113514
0,A/5. 3336
0,370129
1,2650
1,PC 17585
1,110152
1,PC 17755
1,230433
0,384461
1,347077
0,110413
0,112059
0,382649
0,C.A. 17248
0,3101295
1,347083
1,PC 17582
1,PC 17760
0,113798
1,LINE
1,250644
0,PC 17596
1,370375
1,13502
0,347073
0,239853
0,382652
1,C.A. 2673
0,336439
0,347464
0,345778
1,A/5. 10482
0,113056
0,349239
1,345774
0,349206
1,237798
1,370373
1,19877
1,11967
0,SC/Paris 2163
0,349236
0,349233
0,PC 17612
0,2693
0,113781
1,19988
1,PC 17558
1,9234
1,367226
0,LINE
1,226593
0,A/5 2466
1,113781
1,17421
1,PC 17758
0,P/PP 3381
1,PC 17485
1,11767
1,PC 17608
0,250651
0,349243
0,F.C.C. 13529
1,347470
1,244367
0,29011
1,36928
1,16966
0,A/5 21172
0,349219
1,234818
1,248738
0,CA. 2343
1,PC 17760
0,345364
1,28551
1,363291
1,111361
1,367226
0,113043
0,PC 17582
0,345764
1,PC 17611
0,349225
0,113776
1,16966
1,7598
0,113784
1,230080
1,19950
0,248740
0,244361
0,229236
1,248733
1,31418
1,386525
1,C.A. 37671
0,315088
0,7267
0,113510
0,2695
0,349237
0,2647
0,345783
1,113505
0,237671
1,330931
1,330980
0,347088
0,SC/PARIS 2167
0,2691
0,SOTON/O.Q. 3101310
0,370365
0,C 7076
1,110813
1,2626
1,14313
1,PC 17477
1,11765
0,3101267
0,323951
0,PC 17760
0,349909
1,PC 17604
1,C 7077
0,113503
0,2648
0,347069
1,PC 17757
1,2653
0,STON/O 2. 3101293
1,113789
0,349227
0,S.O.C. 14879
0,CA 2144
1,27849
0,367655
1,SC 1748
1,113760
1,350034
0,3101277
1,35273
1,PP 9549
0,350052
0,350407
0,28403
0,244278
1,240929
1,STON/O 2. 3101289
0,341826
0,4137
0,STON/O2. 3101279
0,315096
0,28664
0,347064
1,29106
0,312992
0,4133
0,349222
0,394140
1,19928
0,239853
1,STON/O 2. 3101269
0,343095
1,28220
1,250652
0,28228
0,345773
0,349254
0,A/5. 13032
0,315082
0,347080
0,370129
0,A/4. 34244
1,2003
1,250655
0,364851
1,SOTON/O.Q. 392078
1,110564
1,376564
1,SC/AH 3085
0,STON/O 2. 3101274
0,13507
1,113760
0,W./C. 6608
1,29106
0,19950
0,C.A. 18723
1,F.C.C. 13529
0,345769
0,347076
1,230434
1,65306
1,33638
1,250644
1,113794
1,2666
1,113786
0,C.A. 34651
0,65303
0,113051
1,17453
0,A/5 2817
1,349240
0,13509
1,17464
1,F.C.C. 13531
0,371060
1,19952
0,364506
0,111320
0,234360
0,A/S 2816
0,SOTON/O.Q. 3101306
0,239853
0,113792
0,36209
1,2666
0,323592
0,315089
1,C.A. 34651
1,SC/AH Basle 541
0,7553
0,110465
0,31027
0,3460
0,350060
1,3101298
0,CA 2144
0,239854
0,A/5 3594
1,4134
1,11967
0,4133
1,19943
0,11771
0,A.5. 18509
1,C.A. 37671
0,65304
0,SOTON/OQ 3101317
0,113787
0,PC 17609
0,A/4 45380
0,2627
1,36947
0,C.A. 6212
0,113781
0,350035
0,315086
0,364846
0,330909
0,4135
1,110152
0,PC 17758
1,26360
1,111427
0,C 4001
1,1601
1,382651
0,SOTON/OQ 3101316
1,PC 17473
1,PC 17603
0,349209
0,36967
1,C.A. 34260
0,371110
1,226875
0,349242
1,12749
0,349252
0,2624
1,111361
0,2700
0,367232
1,W./C. 14258
0,PC 17483
0,3101296
0,29104
1,26360
0,2641
0,2690
1,2668
0,315084
1,F.C.C. 13529
0,113050
1,PC 17761
0,364498
1,13568
1,WE/P 5735
0,347082
0,347082
1,2908
0,PC 17761
0,693
1,2908
1,SC/PARIS 2146
0,363291
1,C.A. 33112
1,17421
0,244358
0,330979
1,2620
1,347085
0,113807
1,11755
0,PC 17757
1,110413
1,345572
0,372622
0,349251
0,218629
0,SOTON/OQ 392082
0,SOTON/O.Q. 392087
0,A/4 48871
0,349205
0,349909
0,2686
1,350417
1,S.W./PP 752
1,11769
1,PC 17474
1,14312
0,A/4. 20589
0,358585
1,243880
1,13507
0,2689
1,STON/O 2. 3101286
1,237789
1,17421
0,28403
0,13049
0,3411
1,110413
0,237565
1,13567
0,14973
0,A./5. 3235
0,STON/O 2. 3101273
1,36947
0,A/5 3902
0,364848
0,SC/AH 29037
0,345773
1,248727
0,LINE
0,2664
1,PC 17485
1,243847
0,349214
0,113796
0,364511
1,111426
0,349910
0,349246
1,113804
1,SC/Paris 2123
1,PC 17582
0,347082
0,SOTON/O.Q. 3101305
1,367230
0,370377
0,364512
1,220845
0,347080
0,A/5. 3336
1,230136
0,31028
0,2659
1,11753
1,2653
0,350029
0,54636
0,36963
0,219533
1,13502
0,349224
0,334912
1,27042
0,347743
1,13214
0,112052
0,347088
1,237668
0,STON/O 2. 3101292
0,C.A. 31921
0,3101295
0,376564
0,350050
1,PC 17477
0,347088
1,1601
1,2666
1,PC 17572
0,349231
1,13213
0,S.O./P.P. 751
1,CA. 2314
0,349221
1,231919
0,8475
1,330919
0,365226
0,S.O.C. 14879
0,349223
0,364849
0,29751
0,35273
1,PC 17611
0,2623
0,5727
0,349210
1,STON/O 2. 3101285
0,S.O.C. 14879
0,234686
0,312993
0,A/5 3536
1,19996
1,29750
0,F.C. 12750
0,C.A. 24580
1,244270
0,239856
0,349912
0,342826
1,4138
0,CA 2144
1,PC 17755
0,330935
1,PC 17572
0,6563
0,CA 2144
0,29750
0,SC/Paris 2123
0,3101295
0,349228
0,350036
1,24160
1,17474
1,349256
1,1601
0,2672
0,113800
0,248731
0,363592
1,35852
0,17421
0,348121
1,PC 17757
1,PC 17475
0,2691
0,36864
0,350025
0,250655
1,223596
1,PC 17476
1,113781
1,2661
1,PC 17482
0,113028
1,19996
0,7545
0,250647
0,348124
1,PC 17757
1,34218
0,36568
0,347062
1,248727
0,350048
0,12233
0,250643
1,113806
0,315094
1,31027
1,36866
0,236853
0,STON/O2. 3101271
1,24160
0,2699
0,239855
0,28425
0,233639
0,54636
0,W./C. 6608
1,PC 17755
0,349201
0,349218
1,16988
0,19877
1,PC 17608
0,376566
1,STON/O 2. 3101288
0,WE/P 5735
0,C.A. 2673
1,250648
0,113773
0,335097
1,29103
1,392096
0,345780
0,349204
1,220845
1,250649
0,350042
0,29108
0,363294
1,110152
0,358585
0,SOTON/O2 3101272
1,2663
1,113760
0,347074
1,13502
0,112379
0,364850
0,371110
0,8471
0,345781
0,350047
0,S.O./P.P. 3
0,2674
1,29105
0,347078
0,383121
1,364516
0,36865
1,24160
1,2687
1,17474
0,113501
0,W./C. 6607
0,SOTON/O.Q. 3101312
0,374887
1,3101265
0,382652
1,C.A. 2315
0,PC 17593
0,12460
0,239865
0,CA. 2343
0,PC 17600
0,349203
0,28213
1,17465
1,349244
0,2685
0,345773
0,250647
1,C.A. 31921
1,113760
1,2625
1,347089
0,347063
0,112050
0,347087
0,248723
1,113806
0,3474
0,A/4 48871
0,28206
0,347082
0,364499
0,112058
0,STON/O2. 3101290
0,S.C./PARIS 2079
0,C 7075
0,347088
1,12749
1,315098
0,19972
1,392096
0,3101295
0,368323
0,1601
1,S.C./PARIS 2079
1,367228
1,113572
1,2659
1,29106
0,2671
0,347468
0,2223
1,PC 17756
0,315097
0,392092
1,1601
1,11774
0,SOTON/O2 3101287
0,S.O./P.P. 3
1,113798
0,2683
0,315090
0,C.A. 5547
0,CA. 2343
0,349213
0,248727
1,17453
0,347082
0,347060
0,2678
1,PC 17592
0,244252
1,392091
1,36928
1,113055
1,2666
0,2629
0,350026
0,28134
1,17466
0,CA. 2343
0,233866
1,236852
1,SC/PARIS 2149
0,PC 17590
0,345777
1,347742
0,349248
1,11751
0,695
0,345765
1,P/PP 3381
1,2667
0,7534
0,349212
0,349217
1,11767
1,230433
0,349257
0,7552
0,C.A./SOTON 34068
0,SOTON/OQ 392076
0,382652
0,211536
1,112053
0,W./C. 6607
1,111369
0,370376
